lat,lon,CMFD_lat,CMFD_lon,soil_1_MAJORITY,soil_2_MAJORITY,soil_3_MAJORITY,soil_4_MAJORITY,soil_5_MAJORITY,soil_6_MAJORITY,soil_7_MAJORITY,soil_8_MAJORITY,soil_9_MAJORITY,soil_10_MAJORITY,soil_11_MAJORITY,soil_12_MAJORITY,soil_13_MAJORITY,soil_14_MAJORITY,soil_15_MAJORITY,soil_16_MAJORITY,soil_17_MAJORITY,soil_18_MAJORITY,Soil_htype,ORIG_FID,slope_MEAN,aspect_MEAN,ele_MEAN,Vegetation_type_index,soil_1,soil_2,soil_3,soil_4,soil_5,soil_6,soil_7,soil_8,soil_9,soil_10,soil_11,soil_12,soil_13,soil_14,soil_15,soil_16,soil_17,soil_18
33.1,91.8,33.12,91.76,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  12  12  12  13  13  13  13  13  13  13,11876,1.439787401,167.08145349999998,4985.222222,19.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
33.2,91.8,33.22,91.76,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  12  12  12  13  13  13  13  13  13  13,12128,1.5096070169999998,123.81499099999999,4948.666667,19.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
31.8,91.9,31.82,91.86,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  13  13  14  14,8597,0.992320458,240.5222397,5084.083333,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0
31.9,91.9,31.92,91.86,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  13  14  14  14,8849,0.97943379,304.1685066,5114.5,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0
32.0,91.9,32.02,91.86,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,13,13, 7  7  7  7  7  9  7  7  7  7  9  12  12  13  14  14  14  14,9102,0.764485627,266.5567029,4941.125,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,9.0,12.0,12.0,13.0,14.0,14.0,14.0,14.0
32.1,91.9,32.12,91.86,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,13,13, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  13  13  14  14,9357,0.728542417,95.76400789,4819.416667,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0
32.2,91.9,32.22,91.86,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  16  16  16  16  16  16  16,9612,0.482402138,127.3645635,4717.875,9.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
32.3,91.9,32.32,91.86,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  14  14  14  14  14  14  14,9867,0.636920661,215.2956696,4821.583333,19.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
32.4,91.9,32.42,91.86,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  16  16  16  16  16  16  16  16,10121,0.8273771109999999,156.6197166,4898.375,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
32.5,91.9,32.52,91.86,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  13  13  14  14,10372,0.764368325,146.6924629,5023.75,8.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0
32.6,91.9,32.62,91.86,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12,12,12,12,12,12,13,13,13,13,13, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  13  13  16  16,10619,0.395337075,155.4917618,5054.916667,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,16.0,16.0
32.7,91.9,32.72,91.86,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,12,12,12,13,13,14,14,14,14,14, 7  7  7  7  7  9  7  12  12  12  12  12  12  12  12  9  9  13,10870,1.6485345359999999,197.9964676,5195.5,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,9.0,9.0,13.0
32.8,91.9,32.82,91.86,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7,12,12,12,13,13,14,14,14,14,14, 15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15,11122,1.3896274519999998,240.192404,5315.0,9.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
32.9,91.9,32.92,91.86,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,12,12,12,13,13,14,14,14,14,14, 7  7  7  7  7  9  7  7  12  12  12  13  14  14  14  14  14  14,11374,0.607401926,45.90475577,5183.5,9.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,12.0,12.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0
33.0,91.9,33.02,91.86,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  12  12  12  13  13  13  13  13  13  13,11625,1.217560858,201.7904534,5108.875,19.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
33.1,91.9,33.12,91.86,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  16  16  16  16  16  16  16  16  16  16,11877,2.337567071,274.09578960000005,5114.5,19.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33.2,91.9,33.22,91.86,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  7  7  7  7  7  7  12  13  13  14  14  14  14  14,12129,2.7806261180000003,295.6954422,5076.625,19.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0
33.3,91.9,33.32,91.86,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  12  12  12  13  13  13  13  13  13  13,12382,1.089582533,226.6230609,4823.75,19.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
33.4,91.9,33.42,91.86,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  16  16  16  16  16  16  16  16  16  16,12636,0.7354935,179.245327,4912.25,19.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
31.8,92.0,31.82,91.96,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  16  16  16  16,8598,1.62608547,141.3945198,5073.666667,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,16.0,16.0,16.0,16.0
31.9,92.0,31.92,91.96,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  13  13  16  16,8850,1.2277306909999999,31.63265789,5118.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,16.0,16.0
32.0,92.0,32.02,91.96,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,13,13, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  16  16  16  16,9103,0.634300344,187.9124956,4978.25,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,16.0,16.0,16.0,16.0
32.1,92.0,32.12,91.96,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  7  7  7  7  7  12  12  12  13  13  13  13  13,9358,0.917979792,66.27885958,4798.333333,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0
32.2,92.0,32.22,91.96,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7,7,7,7,12,12,12,12,9,9,12, 7  7  7  7  7  7  7  7  7  7  7  12  12  12  12  9  9  12,9613,0.408268381,171.9531021,4732.5,19.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,9.0,9.0,12.0
32.3,92.0,32.32,91.96,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  13  13  14  14,9868,0.6127423670000001,178.33434680000002,4875.416667,9.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0
32.4,92.0,32.42,91.96,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  14  14  14  14  14  14  14  14  14  14  14  14,10122,0.537097178,214.40628430000004,4882.5,7.0,7.0,7.0,7.0,7.0,7.0,9.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
32.5,92.0,32.52,91.96,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  16  16  16  16  16  16  16  16  16  16  16,10373,0.894162476,207.9476852,5026.75,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
32.6,92.0,32.62,91.96,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7,12,12,12,13,13,13,13,13,14,14, 7  7  7  7  7  9  7  7  16  16  16  16  16  16  16  16  16  16,10620,0.475475507,266.7723668,5073.333333,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
32.7,92.0,32.72,91.96,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  7  7  7  12  12  12  12  13  13  13  13  13  14  14,10871,1.031267533,166.8676262,5079.125,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0
32.8,92.0,32.82,91.96,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,12,12,12,13,13,14,14,14,14,14, 7  7  7  7  7  7  7  12  12  12  12  13  13  13  13  13  13  16,11123,1.348476271,69.31271914,5276.666667,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,16.0
32.9,92.0,32.92,91.96,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,14,14,14,14,14, 7  7  7  7  7  9  7  7  12  12  12  16  16  16  16  16  16  16,11375,0.477935225,280.305027,5185.25,19.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,12.0,12.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
33.0,92.0,33.02,91.96,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  12  12  12  13  13  13  13  13  13  13,11626,1.969221801,207.76301569999998,5338.875,19.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
33.1,92.0,33.12,91.96,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15,15,15,15,15,15,15,15,15,15,15, 15  15  15  15  15  15  15  15  15  15  15  15  15  15  16  16  16  16,11878,1.573069324,288.6387177,5468.083333,19.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0
33.2,92.0,33.22,91.96,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7,7,7,12,13,13,14,14,14,14,14, 7  7  7  7  7  7  7  7  12  12  12  13  13  16  16  16  16  16,12130,1.959184274,173.4392211,5355.25,19.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,16.0,16.0,16.0,16.0,16.0
33.3,92.0,33.32,91.96,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  12  12  12  13  13  13  13  16  16  16,12383,1.284481913,277.9094925,4940.583333,19.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,16.0,16.0,16.0
33.4,92.0,33.42,91.96,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  12  12  12  13  13  13  16  16  16  16,12637,0.919279985,178.2578678,5055.875,9.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,16.0,16.0,16.0,16.0
33.5,92.0,33.52,91.96,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  7  7  7  7  12  12  12  13  13  13  13  13  13  13,12892,0.8531617890000001,123.19611599999999,4842.875,19.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
33.6,92.0,33.62,91.96,7.0,8.0,7.0,7.0,7.0,4.0,7.0,7,12,12,12,12,12,13,13,13,13,13, 7  7  7  7  7  7  7  7  12  12  12  12  12  13  13  13  13  13,13147,0.8168862109999999,64.00277106,4794.416667,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0
33.7,92.0,33.72,91.96,7.0,9.0,7.0,7.0,7.0,9.0,7.0,7,7,7,7,12,12,12,7,7,7,12, 8  8  8  8  7  4  7  7  7  7  7  12  12  12  7  7  7  12,13401,0.593053743,203.6404015,4768.625,9.0,8.0,8.0,8.0,8.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,7.0,7.0,7.0,12.0
31.8,92.1,31.82,92.06,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,13,13, 7  7  7  7  7  7  7  7  9  9  12  12  12  13  13  13  14  14,8599,1.019125327,200.3371521,4974.944444,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0
31.9,92.1,31.92,92.06,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,13,13, 7  7  7  7  7  7  7  7  9  9  12  12  12  13  13  14  14  14,8851,0.764107304,154.2733345,4916.75,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0
32.0,92.1,32.02,92.06,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,13,13, 7  7  7  7  7  7  7  7  7  7  12  12  12  13  13  13  13  13,9104,0.52112556,87.08449554,4903.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0
32.1,92.1,32.12,92.06,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  13  13  13  13,9359,0.823011478,20.33946885,4759.777778,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0
32.2,92.1,32.22,92.06,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  12  14  14  14  14  14  14,9614,0.7476181340000001,181.5301336,4724.916667,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0
32.3,92.1,32.32,92.06,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  14  14  14  14,9869,0.595383919,205.4663985,4878.555556,9.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,14.0,14.0,14.0,14.0
32.4,92.1,32.42,92.06,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  12  14  14  14  14  14  14  14  14  14,10123,1.078167975,206.87701919999998,5003.833333,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
32.5,92.1,32.52,92.06,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  14  14  14  14  14  14  14  14  14  14  14,10374,0.653927599,223.82386019999998,5077.666667,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
32.6,92.1,32.62,92.06,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7,12,12,12,12,12,13,13,13,14,14, 7  7  7  7  7  14  14  14  14  14  14  14  14  14  14  14  14  14,10621,0.840574149,255.21832949999998,5177.166667,7.0,7.0,7.0,7.0,7.0,7.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
32.7,92.1,32.72,92.06,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,12,12,12,13,13,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  14  14  14  14  14  14  14  14  14,10872,1.589376559,253.82704159999997,5254.166667,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
32.8,92.1,32.82,92.06,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,12,12,12,13,13,14,14,14,14,14, 7  7  7  7  7  9  7  7  12  12  12  14  14  14  14  14  14  14,11124,0.951440924,246.99225189999999,5270.111111,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
32.9,92.1,32.92,92.06,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,12,12,12,13,13,14,14,14,14,14, 7  7  7  7  7  9  7  7  12  12  12  13  13  14  14  14  14  14,11376,0.763932024,275.5889308,5298.666667,19.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0
33.0,92.1,33.02,92.06,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  12  14  14  14  14  14  14  14  14  14,11627,1.172825982,194.5733973,5356.416667,19.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
33.1,92.1,33.12,92.06,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7,7,7,12,13,13,14,14,14,14,14, 7  7  7  7  9  7  7  7  9  9  12  14  14  14  14  14  14  14,11879,1.481533322,59.41569159,5400.0,19.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,9.0,9.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
33.2,92.1,33.22,92.06,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  12  12  12  13  13  13  13  14  14  14,12131,1.140982668,90.75588449,5157.916667,19.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0
33.3,92.1,33.32,92.06,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  12  12  12  13  13  14  14  14  14  14,12384,0.656290139,249.1537748,5053.222222,19.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0
33.4,92.1,33.42,92.06,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  12  12  12  13  13  13  13  13  14  14,12638,0.677128305,22.49428924,4921.75,9.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0
33.5,92.1,33.52,92.06,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7,12,12,12,13,13,13,13,13,13,13, 7  7  7  7  9  7  7  7  12  12  12  13  13  13  13  14  14  14,12893,0.467701927,163.40369760000002,4879.0,9.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0
33.6,92.1,33.62,92.06,7.0,9.0,7.0,7.0,9.0,9.0,9.0,9,9,9,12,12,12,12,7,7,7,12, 7  7  7  7  7  7  7  7  12  12  12  12  12  13  13  13  13  13,13148,0.7979920509999999,60.86608861,4735.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0
33.7,92.1,33.72,92.06,7.0,9.0,7.0,7.0,9.0,9.0,9.0,9,9,9,7,12,12,12,7,7,7,12, 8  8  8  8  7  4  7  9  9  9  12  12  12  12  7  7  7  12,13402,0.417705114,100.5861397,4672.416667,7.0,8.0,8.0,8.0,8.0,7.0,4.0,7.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,7.0,7.0,7.0,12.0
33.8,92.1,33.82,92.06,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7,7,7,7,12,12,12,12,13,13,13, 7  7  7  7  7  7  7  7  7  7  7  12  12  12  12  13  13  13,13655,0.326460921,125.3505591,4662.444444,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0
33.9,92.1,33.92,92.06,9.0,9.0,7.0,7.0,9.0,9.0,9.0,9,9,9,12,12,13,13,13,13,13,13, 9  9  7  7  9  9  9  7  7  7  7  12  12  12  12  13  13  13,13908,0.695986807,157.86133069999997,4671.5,9.0,9.0,9.0,7.0,7.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0
31.8,92.2,31.82,92.16,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  9  9  12  12  12  13  13  13  13  13,8600,0.8754958540000001,168.26224299999998,4982.75,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,9.0,9.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0
31.9,92.2,31.92,92.16,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  13  13  14  14,8852,0.579096772,182.356451,5007.375,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0
32.0,92.2,32.02,92.16,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  7  7  7  7  7  12  12  12  13  13  13  13  13,9105,1.221051544,95.10030222,4909.25,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0
32.1,92.2,32.12,92.16,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  13  13  14  14,9360,0.7354185609999999,52.21945159,4705.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0
32.2,92.2,32.22,92.16,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  12  12  13  13  13  14  14,9615,0.908859223,176.0912056,4746.5,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0
32.3,92.2,32.32,92.16,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7,7,7,12,12,12,13,13,13,14,14, 7  7  7  7  7  9  7  7  7  7  12  12  14  14  14  14  14  14,9870,0.798411896,115.0608889,4865.25,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0
